Var1_1,Var1_2,Var1_3
888,1236.5,0
887.5,1237,0
887,1237.5,0
886.5,1238,0
886,1238.5,0
885.5,1239,0
885,1239.5,0
884.5,1240,0
884,1240.5,0
883.5,1241,0
883,1241.5,0
882.5,1242,0
882,1242.5,0
910.895023259896,1281.60616167822,1
910.895023259896,1281.60616167822,-1
-1,23,0
946,1570.5,0
945.5,1571,0
944.5,1573,0
944.5,1574,0
944.5,1575,0
944.5,1576,0
944.5,1577,0
944.5,1578,0
944.5,1579,0
944.5,1580,0
944.5,1581,0
944.5,1582,0
944.5,1583,0
944.5,1584,0
944.5,1585,0
944.5,1586,0
944.5,1587,0
944.5,1588,0
944.5,1589,0
944.5,1590,0
944.5,1591,0
944.5,1592,0
944.5,1593,0
944.5,1594,0
944.5,1595,0
944.5,1596,0
945.5,1598,0
946,1598.5,0
946.5,1599,0
947,1599.5,0
947.5,1600,0
948,1600.5,0
948.5,1601,0
949,1601.5,0
949.5,1602,0
950,1602.5,0
950.5,1603,0
951,1603.5,0
951.5,1604,0
952,1604.5,0
952.5,1605,0
953,1605.5,0
953.5,1606,0
954,1606.5,0
954.5,1607,0
955,1607.5,0
955.5,1608,0
956,1608.5,0
956.5,1609,0
957,1609.5,0
957.5,1610,0
958,1610.5,0
958.5,1611,0
959,1611.5,0
959.5,1612,0
960,1612.5,0
962,1613.5,0
963,1613.5,0
964,1613.5,0
965,1613.5,0
966,1613.5,0
967,1613.5,0
968,1613.5,0
969,1613.5,0
970,1613.5,0
971,1613.5,0
972,1613.5,0
973,1613.5,0
974,1613.5,0
975,1613.5,0
976,1613.5,0
977,1613.5,0
978,1613.5,0
979,1613.5,0
980,1613.5,0
981,1613.5,0
982,1613.5,0
983,1613.5,0
984,1613.5,0
985,1613.5,0
986,1613.5,0
987,1613.5,0
988,1613.5,0
989,1613.5,0
990,1613.5,0
1006,1610.5,0
1025,1604.5,0
1027,1603.5,0
1062,1582.5,0
1067,1579.5,0
1070,1577.5,0
1070.5,1577,0
1071,1576.5,0
1071.5,1576,0
1072,1575.5,0
1072.5,1575,0
1073,1574.5,0
1073.5,1574,0
1074,1573.5,0
1074.5,1573,0
1075,1572.5,0
1075.5,1572,0
1076,1571.5,0
1076.5,1571,0
1077,1570.5,0
1077.5,1570,0
1078,1569.5,0
1078.5,1569,0
1079,1568.5,0
1079.5,1568,0
1080,1567.5,0
1080.5,1567,0
1081,1566.5,0
1081.5,1566,0
1082,1565.5,0
1082.5,1565,0
1083,1564.5,0
1083.5,1564,0
1084,1563.5,0
1084.5,1563,0
1085,1562.5,0
1085.5,1562,0
1086,1561.5,0
1086.5,1561,0
1087,1560.5,0
1087.5,1560,0
1088,1559.5,0
1088.5,1559,0
1089.5,1557,0
1089.5,1556,0
1089.5,1555,0
1089.5,1554,0
1089.5,1553,0
1089.5,1552,0
1089.5,1551,0
1089.5,1550,0
1089.5,1549,0
1089.5,1548,0
1089.5,1547,0
1089.5,1546,0
1089.5,1545,0
1089.5,1544,0
1089.5,1543,0
1089.5,1542,0
1089.5,1541,0
1089.5,1540,0
1089.5,1539,0
1089.5,1538,0
1089.5,1537,0
1089.5,1536,0
1089.5,1535,0
1089.5,1534,0
1089.5,1533,0
1088.5,1531,0
1088,1530.5,0
1087.5,1530,0
1087,1529.5,0
1086.5,1529,0
1086,1528.5,0
1085.5,1528,0
1085,1527.5,0
1084.5,1527,0
1084,1526.5,0
1083.5,1526,0
1083,1525.5,0
1082.5,1525,0
1082,1524.5,0
1081.5,1524,0
1081,1523.5,0
1080.5,1523,0
1080,1522.5,0
1079.5,1522,0
1079,1521.5,0
1078.5,1521,0
1078,1520.5,0
1077.5,1520,0
1077,1519.5,0
1076.5,1519,0
1076,1518.5,0
1075.5,1518,0
1075,1517.5,0
1074.5,1517,0
1074,1516.5,0
1073.5,1516,0
1073,1515.5,0
1072.5,1515,0
1072,1514.5,0
1071.5,1514,0
1071,1513.5,0
1070.5,1513,0
1070,1512.5,0
1069.5,1512,0
1069,1511.5,0
1067,1510.5,0
1066,1510.5,0
1065,1510.5,0
1064,1510.5,0
1063,1510.5,0
1062,1510.5,0
1061,1510.5,0
1060,1510.5,0
1059,1510.5,0
1058,1510.5,0
1057,1510.5,0
1056,1510.5,0
1055,1510.5,0
1054,1510.5,0
1053,1510.5,0
1052,1510.5,0
1051,1510.5,0
1050,1510.5,0
1049,1510.5,0
1048,1510.5,0
1047,1510.5,0
1046,1510.5,0
1045,1510.5,0
1044,1510.5,0
1043,1510.5,0
1042,1510.5,0
1041,1510.5,0
1040,1510.5,0
1039,1510.5,0
1009,1515.5,0
1007,1516.5,0
991,1526.5,0
988,1528.5,0
987.5,1529,0
987,1529.5,0
986.5,1530,0
986,1530.5,0
985.5,1531,0
985,1531.5,0
984.5,1532,0
984,1532.5,0
983.5,1533,0
983,1533.5,0
982.5,1534,0
982,1534.5,0
981.5,1535,0
981,1535.5,0
980.5,1536,0
980,1536.5,0
979.5,1537,0
979,1537.5,0
978.5,1538,0
978,1538.5,0
977.5,1539,0
977,1539.5,0
976.5,1540,0
976,1540.5,0
975.5,1541,0
975,1541.5,0
974.5,1542,0
974,1542.5,0
973.5,1543,0
973,1543.5,0
972.5,1544,0
972,1544.5,0
971.5,1545,0
971,1545.5,0
970.5,1546,0
970,1546.5,0
969.5,1547,0
969,1547.5,0
968.5,1548,0
968,1548.5,0
967.5,1549,0
967,1549.5,0
966.5,1550,0
966,1550.5,0
965.5,1551,0
965,1551.5,0
964.5,1552,0
964,1552.5,0
963.5,1553,0
963,1553.5,0
962.5,1554,0
962,1554.5,0
961.5,1555,0
961,1555.5,0
960.5,1556,0
960,1556.5,0
959.5,1557,0
959,1557.5,0
958.5,1558,0
958,1558.5,0
957.5,1559,0
957,1559.5,0
956.5,1560,0
956,1560.5,0
955.5,1561,0
955,1561.5,0
954.5,1562,0
954,1562.5,0
953.5,1563,0
953,1563.5,0
952.5,1564,0
952,1564.5,0
951.5,1565,0
951,1565.5,0
950.5,1566,0
950,1566.5,0
949.5,1567,0
949,1567.5,0
948.5,1568,0
948,1568.5,0
947.5,1569,0
947,1569.5,0
946.5,1570,0
946,1570.5,0
1017.02535457548,1561.70827666602,1
1017.02535457548,1561.70827666602,-1
-1,24,0
1023,2416.5,0
1022.5,2417,0
1002.5,2440,0
1001.5,2442,0
1000.5,2444,0
998.5,2448,0
993.5,2460,0
992.5,2466,0
990.5,2480,0
990.5,2481,0
990.5,2482,0
990.5,2483,0
990.5,2484,0
990.5,2485,0
990.5,2486,0
990.5,2487,0
990.5,2488,0
990.5,2489,0
990.5,2490,0
990.5,2491,0
990.5,2492,0
990.5,2493,0
990.5,2494,0
990.5,2495,0
990.5,2496,0
990.5,2497,0
990.5,2498,0
990.5,2499,0
990.5,2500,0
990.5,2501,0
990.5,2502,0
990.5,2503,0
990.5,2504,0
990.5,2505,0
990.5,2506,0
990.5,2507,0
990.5,2508,0
990.5,2509,0
990.5,2510,0
990.5,2511,0
992.5,2519,0
993.5,2521,0
1001.5,2530,0
1002,2530.5,0
1002.5,2531,0
1003,2531.5,0
1003.5,2532,0
1004,2532.5,0
1004.5,2533,0
1005,2533.5,0
1005.5,2534,0
1006,2534.5,0
1006.5,2535,0
1007,2535.5,0
1007.5,2536,0
1008,2536.5,0
1008.5,2537,0
1009,2537.5,0
1009.5,2538,0
1010,2538.5,0
1010.5,2539,0
1011,2539.5,0
1011.5,2540,0
1012,2540.5,0
1012.5,2541,0
1013,2541.5,0
1013.5,2542,0
1014,2542.5,0
1014.5,2543,0
1015,2543.5,0
1015.5,2544,0
1016,2544.5,0
1016.5,2545,0
1017,2545.5,0
1017.5,2546,0
1018,2546.5,0
1018.5,2547,0
1019,2547.5,0
1021,2548.5,0
1033,2551.5,0
1034,2551.5,0
1035,2551.5,0
1036,2551.5,0
1037,2551.5,0
1038,2551.5,0
1039,2551.5,0
1040,2551.5,0
1041,2551.5,0
1042,2551.5,0
1043,2551.5,0
1044,2551.5,0
1045,2551.5,0
1046,2551.5,0
1047,2551.5,0
1048,2551.5,0
1049,2551.5,0
1050,2551.5,0
1051,2551.5,0
1052,2551.5,0
1053,2551.5,0
1054,2551.5,0
1055,2551.5,0
1056,2551.5,0
1057,2551.5,0
1061,2550.5,0
1063,2549.5,0
1065,2548.5,0
1073,2542.5,0
1073.5,2542,0
1074,2541.5,0
1074.5,2541,0
1075,2540.5,0
1075.5,2540,0
1076,2539.5,0
1076.5,2539,0
1077,2538.5,0
1077.5,2538,0
1078,2537.5,0
1078.5,2537,0
1079,2536.5,0
1079.5,2536,0
1080,2535.5,0
1080.5,2535,0
1081,2534.5,0
1081.5,2534,0
1082,2533.5,0
1082.5,2533,0
1083,2532.5,0
1083.5,2532,0
1084,2531.5,0
1084.5,2531,0
1085,2530.5,0
1085.5,2530,0
1086,2529.5,0
1086.5,2529,0
1087,2528.5,0
1087.5,2528,0
1088,2527.5,0
1088.5,2527,0
1089,2526.5,0
1089.5,2526,0
1090,2525.5,0
1090.5,2525,0
1099.5,2511,0
1100.5,2509,0
1109.5,2487,0
1114.5,2460,0
1115.5,2450,0
1115.5,2449,0
1115.5,2448,0
1115.5,2447,0
1115.5,2446,0
1115.5,2445,0
1115.5,2444,0
1115.5,2443,0
1115.5,2442,0
1115.5,2441,0
1115.5,2440,0
1115.5,2439,0
1115.5,2438,0
1115.5,2437,0
1115.5,2436,0
1115.5,2435,0
1115.5,2434,0
1115.5,2433,0
1115.5,2432,0
1115.5,2431,0
1115.5,2430,0
1115.5,2429,0
1115.5,2428,0
1115.5,2427,0
1114.5,2425,0
1111.5,2419,0
1110.5,2417,0
1104.5,2409,0
1104,2408.5,0
1103.5,2408,0
1103,2407.5,0
1102.5,2407,0
1102,2406.5,0
1101.5,2406,0
1101,2405.5,0
1100.5,2405,0
1100,2404.5,0
1099.5,2404,0
1099,2403.5,0
1098.5,2403,0
1098,2402.5,0
1097.5,2402,0
1097,2401.5,0
1096.5,2401,0
1096,2400.5,0
1095.5,2400,0
1095,2399.5,0
1094.5,2399,0
1094,2398.5,0
1093.5,2398,0
1093,2397.5,0
1092.5,2397,0
1092,2396.5,0
1091.5,2396,0
1091,2395.5,0
1090.5,2395,0
1090,2394.5,0
1089.5,2394,0
1089,2393.5,0
1087,2392.5,0
1078,2391.5,0
1077,2391.5,0
1076,2391.5,0
1075,2391.5,0
1074,2391.5,0
1073,2391.5,0
1072,2391.5,0
1071,2391.5,0
1070,2391.5,0
1069,2391.5,0
1068,2391.5,0
1067,2391.5,0
1066,2391.5,0
1065,2391.5,0
1064,2391.5,0
1063,2391.5,0
1062,2391.5,0
1061,2391.5,0
1060,2391.5,0
1059,2391.5,0
1058,2391.5,0
1057,2391.5,0
1056,2391.5,0
1055,2391.5,0
1054,2391.5,0
1053,2391.5,0
1052,2391.5,0
1051,2391.5,0
1050,2391.5,0
1049,2391.5,0
1047,2392.5,0
1046.5,2393,0
1046,2393.5,0
1045.5,2394,0
1045,2394.5,0
1044.5,2395,0
1044,2395.5,0
1043.5,2396,0
1043,2396.5,0
1042.5,2397,0
1042,2397.5,0
1041.5,2398,0
1041,2398.5,0
1040.5,2399,0
1040,2399.5,0
1039.5,2400,0
1039,2400.5,0
1038.5,2401,0
1038,2401.5,0
1037.5,2402,0
1037,2402.5,0
1036.5,2403,0
1036,2403.5,0
1035.5,2404,0
1035,2404.5,0
1034.5,2405,0
1034,2405.5,0
1033.5,2406,0
1033,2406.5,0
1032.5,2407,0
1032,2407.5,0
1031.5,2408,0
1031,2408.5,0
1030.5,2409,0
1030,2409.5,0
1029.5,2410,0
1029,2410.5,0
1028.5,2411,0
1028,2411.5,0
1027.5,2412,0
1027,2412.5,0
1026.5,2413,0
1026,2413.5,0
1025.5,2414,0
1025,2414.5,0
1024.5,2415,0
1024,2415.5,0
1023.5,2416,0
1023,2416.5,0
1053.34479608483,2471.69853181077,1
1053.34479608483,2471.69853181077,-1
-1,25,0
1018,682.5,0
1017.5,683,0
1016.5,685,0
1011.5,727,0
1011.5,728,0
1011.5,729,0
1011.5,730,0
1011.5,731,0
1011.5,732,0
1011.5,733,0
1011.5,734,0
1011.5,735,0
1011.5,736,0
1011.5,737,0
1011.5,738,0
1011.5,739,0
1011.5,740,0
1011.5,741,0
1011.5,742,0
1011.5,743,0
1011.5,744,0
1011.5,745,0
1011.5,746,0
1011.5,747,0
1011.5,748,0
1011.5,749,0
1011.5,750,0
1011.5,751,0
1011.5,752,0
1011.5,753,0
1011.5,754,0
1011.5,755,0
1012.5,772,0
1013.5,774,0
1014,774.5,0
1014.5,775,0
1015,775.5,0
1015.5,776,0
1016,776.5,0
1016.5,777,0
1017,777.5,0
1017.5,778,0
1018,778.5,0
1018.5,779,0
1019,779.5,0
1019.5,780,0
1020,780.5,0
1020.5,781,0
1021,781.5,0
1021.5,782,0
1022,782.5,0
1022.5,783,0
1023,783.5,0
1023.5,784,0
1024,784.5,0
1024.5,785,0
1025,785.5,0
1025.5,786,0
1026,786.5,0
1026.5,787,0
1027,787.5,0
1027.5,788,0
1028,788.5,0
1028.5,789,0
1029,789.5,0
1029.5,790,0
1030,790.5,0
1030.5,791,0
1031,791.5,0
1031.5,792,0
1032,792.5,0
1032.5,793,0
1033,793.5,0
1035,794.5,0
1036,794.5,0
1037,794.5,0
1038,794.5,0
1039,794.5,0
1040,794.5,0
1041,794.5,0
1042,794.5,0
1043,794.5,0
1044,794.5,0
1045,794.5,0
1046,794.5,0
1047,794.5,0
1048,794.5,0
1049,794.5,0
1050,794.5,0
1051,794.5,0
1052,794.5,0
1053,794.5,0
1054,794.5,0
1055,794.5,0
1056,794.5,0
1057,794.5,0
1058,794.5,0
1074,791.5,0
1076,790.5,0
1095,773.5,0
1095.5,773,0
1096,772.5,0
1096.5,772,0
1097,771.5,0
1097.5,771,0
1098,770.5,0
1098.5,770,0
1099,769.5,0
1099.5,769,0
1100,768.5,0
1100.5,768,0
1101,767.5,0
1101.5,767,0
1102,766.5,0
1102.5,766,0
1103,765.5,0
1103.5,765,0
1104,764.5,0
1104.5,764,0
1105,763.5,0
1105.5,763,0
1106,762.5,0
1106.5,762,0
1107,761.5,0
1107.5,761,0
1108,760.5,0
1108.5,760,0
1109,759.5,0
1109.5,759,0
1110,758.5,0
1110.5,758,0
1111,757.5,0
1111.5,757,0
1129.5,728,0
1130.5,726,0
1143.5,697,0
1147.5,687,0
1147.5,686,0
1147.5,685,0
1147.5,684,0
1147.5,683,0
1147.5,682,0
1147.5,681,0
1147.5,680,0
1147.5,679,0
1147.5,678,0
1147.5,677,0
1147.5,676,0
1147.5,675,0
1147.5,674,0
1147.5,673,0
1147.5,672,0
1147.5,671,0
1147.5,670,0
1147.5,669,0
1147.5,668,0
1147.5,667,0
1147.5,666,0
1147.5,665,0
1147.5,664,0
1147.5,663,0
1147.5,662,0
1147.5,661,0
1147.5,660,0
1147.5,659,0
1147.5,658,0
1147.5,657,0
1147.5,656,0
1147.5,655,0
1147.5,654,0
1147.5,653,0
1147.5,652,0
1147.5,651,0
1146.5,649,0
1146,648.5,0
1145.5,648,0
1145,647.5,0
1144.5,647,0
1144,646.5,0
1143.5,646,0
1143,645.5,0
1142.5,645,0
1142,644.5,0
1141.5,644,0
1141,643.5,0
1140.5,643,0
1140,642.5,0
1139.5,642,0
1139,641.5,0
1138.5,641,0
1138,640.5,0
1137.5,640,0
1137,639.5,0
1136.5,639,0
1136,638.5,0
1135.5,638,0
1135,637.5,0
1134.5,637,0
1134,636.5,0
1133.5,636,0
1133,635.5,0
1132.5,635,0
1132,634.5,0
1131.5,634,0
1131,633.5,0
1129,632.5,0
1112,631.5,0
1111,631.5,0
1110,631.5,0
1109,631.5,0
1108,631.5,0
1107,631.5,0
1106,631.5,0
1105,631.5,0
1104,631.5,0
1103,631.5,0
1102,631.5,0
1101,631.5,0
1100,631.5,0
1099,631.5,0
1098,631.5,0
1097,631.5,0
1096,631.5,0
1095,631.5,0
1094,631.5,0
1093,631.5,0
1092,631.5,0
1091,631.5,0
1090,631.5,0
1089,631.5,0
1088,631.5,0
1087,631.5,0
1079,633.5,0
1077,634.5,0
1067,640.5,0
1058,646.5,0
1038,662.5,0
1037.5,663,0
1037,663.5,0
1036.5,664,0
1036,664.5,0
1035.5,665,0
1035,665.5,0
1034.5,666,0
1034,666.5,0
1033.5,667,0
1033,667.5,0
1032.5,668,0
1032,668.5,0
1031.5,669,0
1031,669.5,0
1030.5,670,0
1030,670.5,0
1029.5,671,0
1029,671.5,0
1028.5,672,0
1028,672.5,0
1027.5,673,0
1027,673.5,0
1026.5,674,0
1026,674.5,0
1025.5,675,0
1025,675.5,0
1024.5,676,0
1024,676.5,0
1023.5,677,0
1023,677.5,0
1022.5,678,0
1022,678.5,0
1021.5,679,0
1021,679.5,0
1020.5,680,0
1020,680.5,0
1019.5,681,0
1019,681.5,0
1018.5,682,0
1018,682.5,0
1076.3422597212,709.863047199804,1
1076.3422597212,709.863047199804,-1
-1,26,0
1039,1224.5,0
1038.5,1225,0
1037.5,1227,0
1027.5,1251,0
1027.5,1252,0
1027.5,1253,0
1027.5,1254,0
1027.5,1255,0
1027.5,1256,0
1027.5,1257,0
1027.5,1258,0
1027.5,1259,0
1027.5,1260,0
1027.5,1261,0
1027.5,1262,0
1027.5,1263,0
1027.5,1264,0
1027.5,1265,0
1027.5,1266,0
1027.5,1267,0
1027.5,1268,0
1027.5,1269,0
1027.5,1270,0
1027.5,1271,0
1027.5,1272,0
1027.5,1273,0
1027.5,1274,0
1027.5,1275,0
1027.5,1276,0
1027.5,1277,0
1027.5,1278,0
1027.5,1279,0
1027.5,1280,0
1027.5,1281,0
1027.5,1282,0
1027.5,1283,0
1029.5,1290,0
1030.5,1292,0
1040.5,1310,0
1041,1310.5,0
1041.5,1311,0
1042,1311.5,0
1042.5,1312,0
1043,1312.5,0
1043.5,1313,0
1044,1313.5,0
1044.5,1314,0
1045,1314.5,0
1045.5,1315,0
1046,1315.5,0
1046.5,1316,0
1047,1316.5,0
1047.5,1317,0
1048,1317.5,0
1048.5,1318,0
1049,1318.5,0
1049.5,1319,0
1050,1319.5,0
1050.5,1320,0
1051,1320.5,0
1051.5,1321,0
1052,1321.5,0
1052.5,1322,0
1053,1322.5,0
1053.5,1323,0
1054,1323.5,0
1054.5,1324,0
1055,1324.5,0
1055.5,1325,0
1056,1325.5,0
1058,1326.5,0
1060,1327.5,0
1062,1328.5,0
1063,1328.5,0
1064,1328.5,0
1065,1328.5,0
1066,1328.5,0
1067,1328.5,0
1068,1328.5,0
1069,1328.5,0
1070,1328.5,0
1071,1328.5,0
1072,1328.5,0
1073,1328.5,0
1074,1328.5,0
1075,1328.5,0
1076,1328.5,0
1077,1328.5,0
1078,1328.5,0
1079,1328.5,0
1080,1328.5,0
1081,1328.5,0
1082,1328.5,0
1083,1328.5,0
1084,1328.5,0
1085,1328.5,0
1086,1328.5,0
1097,1327.5,0
1099,1326.5,0
1099.5,1326,0
1100,1325.5,0
1100.5,1325,0
1101,1324.5,0
1101.5,1324,0
1102,1323.5,0
1102.5,1323,0
1103,1322.5,0
1103.5,1322,0
1104,1321.5,0
1104.5,1321,0
1105,1320.5,0
1105.5,1320,0
1106,1319.5,0
1106.5,1319,0
1107,1318.5,0
1107.5,1318,0
1108,1317.5,0
1108.5,1317,0
1109,1316.5,0
1109.5,1316,0
1110,1315.5,0
1110.5,1315,0
1111,1314.5,0
1111.5,1314,0
1112,1313.5,0
1112.5,1313,0
1113,1312.5,0
1113.5,1312,0
1114.5,1310,0
1140.5,1250,0
1144.5,1225,0
1144.5,1224,0
1144.5,1223,0
1144.5,1222,0
1144.5,1221,0
1144.5,1220,0
1144.5,1219,0
1144.5,1218,0
1144.5,1217,0
1144.5,1216,0
1144.5,1215,0
1144.5,1214,0
1144.5,1213,0
1144.5,1212,0
1144.5,1211,0
1144.5,1210,0
1144.5,1209,0
1144.5,1208,0
1144.5,1207,0
1144.5,1206,0
1144.5,1205,0
1144.5,1204,0
1144.5,1203,0
1144.5,1202,0
1144.5,1201,0
1144.5,1200,0
1143.5,1197,0
1142.5,1195,0
1142,1194.5,0
1141.5,1194,0
1141,1193.5,0
1140.5,1193,0
1140,1192.5,0
1139.5,1192,0
1139,1191.5,0
1138.5,1191,0
1138,1190.5,0
1137.5,1190,0
1137,1189.5,0
1136.5,1189,0
1136,1188.5,0
1135.5,1188,0
1135,1187.5,0
1134.5,1187,0
1134,1186.5,0
1133.5,1186,0
1133,1185.5,0
1132.5,1185,0
1132,1184.5,0
1131.5,1184,0
1131,1183.5,0
1130.5,1183,0
1130,1182.5,0
1129.5,1182,0
1129,1181.5,0
1128.5,1181,0
1128,1180.5,0
1127.5,1180,0
1127,1179.5,0
1125,1178.5,0
1124,1178.5,0
1123,1178.5,0
1122,1178.5,0
1121,1178.5,0
1120,1178.5,0
1119,1178.5,0
1118,1178.5,0
1117,1178.5,0
1116,1178.5,0
1115,1178.5,0
1114,1178.5,0
1113,1178.5,0
1112,1178.5,0
1111,1178.5,0
1110,1178.5,0
1109,1178.5,0
1108,1178.5,0
1107,1178.5,0
1106,1178.5,0
1105,1178.5,0
1104,1178.5,0
1103,1178.5,0
1102,1178.5,0
1101,1178.5,0
1100,1178.5,0
1087,1181.5,0
1085,1182.5,0
1064,1199.5,0
1063.5,1200,0
1063,1200.5,0
1062.5,1201,0
1062,1201.5,0
1061.5,1202,0
1061,1202.5,0
1060.5,1203,0
1060,1203.5,0
1059.5,1204,0
1059,1204.5,0
1058.5,1205,0
1058,1205.5,0
1057.5,1206,0
1057,1206.5,0
1056.5,1207,0
1056,1207.5,0
1055.5,1208,0
1055,1208.5,0
1054.5,1209,0
1054,1209.5,0
1053.5,1210,0
1053,1210.5,0
1052.5,1211,0
1052,1211.5,0
1051.5,1212,0
1051,1212.5,0
1050.5,1213,0
1050,1213.5,0
1049.5,1214,0
1049,1214.5,0
1048.5,1215,0
1048,1215.5,0
1047.5,1216,0
1047,1216.5,0
1046.5,1217,0
1046,1217.5,0
1045.5,1218,0
1045,1218.5,0
1044.5,1219,0
1044,1219.5,0
1043.5,1220,0
1043,1220.5,0
1042.5,1221,0
1042,1221.5,0
1041.5,1222,0
1041,1222.5,0
1040.5,1223,0
1040,1223.5,0
1039.5,1224,0
1039,1224.5,0
1086.24721984602,1252.58799284548,1
1086.24721984602,1252.58799284548,-1
-1,27,0
1042,1416.5,0
1041.5,1417,0
1040.5,1419,0
1039.5,1426,0
1039.5,1427,0
1039.5,1428,0
1039.5,1429,0
1039.5,1430,0
1039.5,1431,0
1039.5,1432,0
1039.5,1433,0
1039.5,1434,0
1039.5,1435,0
1039.5,1436,0
1039.5,1437,0
1039.5,1438,0
1039.5,1439,0
1039.5,1440,0
1039.5,1441,0
1039.5,1442,0
1039.5,1443,0
1039.5,1444,0
1039.5,1445,0
1039.5,1446,0
1039.5,1447,0
1039.5,1448,0
1039.5,1449,0
1040.5,1451,0
1041,1451.5,0
1041.5,1452,0
1042,1452.5,0
1042.5,1453,0
1043,1453.5,0
1043.5,1454,0
1044,1454.5,0
1044.5,1455,0
1045,1455.5,0
1045.5,1456,0
1046,1456.5,0
1046.5,1457,0
1047,1457.5,0
1047.5,1458,0
1048,1458.5,0
1048.5,1459,0
1049,1459.5,0
1049.5,1460,0
1050,1460.5,0
1050.5,1461,0
1051,1461.5,0
1051.5,1462,0
1052,1462.5,0
1052.5,1463,0
1053,1463.5,0
1053.5,1464,0
1054,1464.5,0
1054.5,1465,0
1055,1465.5,0
1055.5,1466,0
1056,1466.5,0
1058,1467.5,0
1087,1468.5,0
1088,1468.5,0
1089,1468.5,0
1090,1468.5,0
1091,1468.5,0
1092,1468.5,0
1093,1468.5,0
1094,1468.5,0
1095,1468.5,0
1096,1468.5,0
1097,1468.5,0
1098,1468.5,0
1099,1468.5,0
1100,1468.5,0
1101,1468.5,0
1102,1468.5,0
1103,1468.5,0
1104,1468.5,0
1105,1468.5,0
1106,1468.5,0
1107,1468.5,0
1108,1468.5,0
1109,1468.5,0
1110,1468.5,0
1111,1468.5,0
1112,1468.5,0
1113,1468.5,0
1114,1468.5,0
1115,1468.5,0
1116,1468.5,0
1117,1468.5,0
1118,1468.5,0
1119,1468.5,0
1120,1468.5,0
1121,1468.5,0
1122,1468.5,0
1123,1468.5,0
1124,1468.5,0
1125,1468.5,0
1126,1468.5,0
1127,1468.5,0
1128,1468.5,0
1129,1468.5,0
1130,1468.5,0
1131,1468.5,0
1132,1468.5,0
1140,1467.5,0
1162,1462.5,0
1164,1461.5,0
1164.5,1461,0
1165,1460.5,0
1165.5,1460,0
1166,1459.5,0
1166.5,1459,0
1167,1458.5,0
1167.5,1458,0
1168,1457.5,0
1168.5,1457,0
1169,1456.5,0
1169.5,1456,0
1170,1455.5,0
1170.5,1455,0
1171,1454.5,0
1171.5,1454,0
1172,1453.5,0
1172.5,1453,0
1173,1452.5,0
1173.5,1452,0
1174,1451.5,0
1174.5,1451,0
1175,1450.5,0
1175.5,1450,0
1176,1449.5,0
1176.5,1449,0
1177,1448.5,0
1177.5,1448,0
1178,1447.5,0
1178.5,1447,0
1179,1446.5,0
1179.5,1446,0
1180,1445.5,0
1180.5,1445,0
1181,1444.5,0
1181.5,1444,0
1182,1443.5,0
1182.5,1443,0
1183,1442.5,0
1183.5,1442,0
1184,1441.5,0
1184.5,1441,0
1185.5,1439,0
1185.5,1438,0
1185.5,1437,0
1185.5,1436,0
1185.5,1435,0
1185.5,1434,0
1185.5,1433,0
1185.5,1432,0
1185.5,1431,0
1185.5,1430,0
1185.5,1429,0
1185.5,1428,0
1185.5,1427,0
1185.5,1426,0
1185.5,1425,0
1185.5,1424,0
1185.5,1423,0
1185.5,1422,0
1185.5,1421,0
1185.5,1420,0
1185.5,1419,0
1185.5,1418,0
1185.5,1417,0
1185.5,1416,0
1185.5,1415,0
1184.5,1413,0
1184,1412.5,0
1183.5,1412,0
1183,1411.5,0
1182.5,1411,0
1182,1410.5,0
1181.5,1410,0
1181,1409.5,0
1180.5,1409,0
1180,1408.5,0
1179.5,1408,0
1179,1407.5,0
1178.5,1407,0
1178,1406.5,0
1177.5,1406,0
1177,1405.5,0
1176.5,1405,0
1176,1404.5,0
1175.5,1404,0
1175,1403.5,0
1174.5,1403,0
1174,1402.5,0
1173.5,1402,0
1173,1401.5,0
1172.5,1401,0
1172,1400.5,0
1171.5,1400,0
1171,1399.5,0
1170.5,1399,0
1170,1398.5,0
1169.5,1398,0
1169,1397.5,0
1168.5,1397,0
1168,1396.5,0
1167.5,1396,0
1167,1395.5,0
1162,1391.5,0
1160,1390.5,0
1141,1388.5,0
1140,1388.5,0
1139,1388.5,0
1138,1388.5,0
1137,1388.5,0
1136,1388.5,0
1135,1388.5,0
1134,1388.5,0
1133,1388.5,0
1132,1388.5,0
1131,1388.5,0
1130,1388.5,0
1129,1388.5,0
1128,1388.5,0
1127,1388.5,0
1126,1388.5,0
1125,1388.5,0
1124,1388.5,0
1123,1388.5,0
1122,1388.5,0
1121,1388.5,0
1120,1388.5,0
1119,1388.5,0
1118,1388.5,0
1117,1388.5,0
1116,1388.5,0
1115,1388.5,0
1114,1388.5,0
1113,1388.5,0
1112,1388.5,0
1083,1391.5,0
1075,1393.5,0
1072,1394.5,0
1061,1398.5,0
1059,1399.5,0
1058.5,1400,0
1058,1400.5,0
1057.5,1401,0
1057,1401.5,0
1056.5,1402,0
1056,1402.5,0
1055.5,1403,0
1055,1403.5,0
1054.5,1404,0
1054,1404.5,0
1053.5,1405,0
1053,1405.5,0
1052.5,1406,0
1052,1406.5,0
1051.5,1407,0
1051,1407.5,0
1050.5,1408,0
1050,1408.5,0
1049.5,1409,0
1049,1409.5,0
1048.5,1410,0
1048,1410.5,0
1047.5,1411,0
1047,1411.5,0
