x,y,z
907.06,2292.6,0
1.7777,1789,0
1239.5,1228,0
1242.5,1224,0
2165.6,2477.1,0
2171.8,2480,0
1.0777e+06,1.0777e+06,0
1.0777e+06,1.0777e+06,0
1564,995,0
834.5,324,0
1278.9,2493.3,0
1380.8,465.5,0
668.94,997.67,0
1.2784e+06,1.0351e+05,0
2,1,0
3217.7,2345.5,0
1794.3,3056.3,0
2122,1205.5,0
2030,322,0
NaN,1.1008e+06,0
1.1455e+06,14766,0
2977,52.5,0
597.5,624,0
2,3,0
1.9797e+05,3453.3,0
1.759e+05,24648,0
901,870,0
2176.7,552.86,0
28,0,0
3,2,0
1839.5,591,0
1336.6,2709.9,0
2,2,0
NaN,NaN,0
2109,2417.5,0
809.86,1007.6,0
1297.8,808.02,0
1473.3,2652.6,0
775.2,2186.4,0
802.75,85.75,0
1256,1718.5,0
1994,109.5,0
1958,2547,0
3082.9,480.43,0
3184.2,2620.6,0
3,5,0
NaN,NaN,0
275,1693,0
2720.5,1950.5,0
3169,3148.5,0
3172,3173.7,0
3088,1376.5,0
2,0,0
2,2,0
2,0,0
1.0037e+06,199,0
826,1653.4,0
980.39,1932.4,0
1100.3,259,0
1428.2,2119,0
2242.5,1784.5,0
2379,2515.8,0
2788.5,808,0
3201.4,1511.4,0
1870.1,2845.9,0
1818.5,3281,0
1491.5,41,0
616,712,0
3,5,0
2,0,0
1.272e+06,1.2721e+06,0
1974.2,2839.4,0
731.46,408.25,0
1521,3053.5,0
1157.4,199.61,0
2232,1952.3,0
27796,3383,0
1681,1177.5,0
1447.7,1676.8,0
2328.5,2242,0
1845.8,1607,0
20182,1.256e+06,0
1.3317e+05,1.3317e+05,0
2336.5,2906.5,0
NaN,NaN,0
2367.5,1644.5,0
929.12,1528.9,0
2106.1,2430.6,0
625.71,679.29,0
723.67,1773,0
936.62,559.38,0
1012,1323.3,0
2122.1,2605.9,0
2833.7,2321,0
3051,3051,0
3104.3,2526,0
2,3,0
1199.1,87.125,0
2393.5,2964,0
2435.7,1636.8,0
964,1144,0
2549.6,1038.8,0
548,732.5,0
1388.5,102,0
2130.5,2171.5,0
2671.5,1288.3,0
33247,33240,0
1751.3,1791.6,0
1165.7,242,0
1726.2,1037,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3010,436,0
2067,15,0
1194.1,328.85,0
12,0,0
1683,943,0
2471,1828.3,0
2833.7,1593.7,0
567,453.5,0
2895.9,153.06,0
46235,3287.2,0
2453.5,2317.5,0
1424.5,851,0
2384,2368.5,0
2334.5,812,0
1655.5,3190.6,0
NaN,1.0017e+08,0
NaN,1.1735e+06,0
1467,2198,0
1600,1801,0
2382,1427,0
21931,2213,0
2117.5,748,0
1778.5,1578.5,0
1147.5,1882,0
3093.3,2426.3,0
416.4,1076.2,0
2887.5,2960,0
1602.9,855.26,0
961.67,1529.7,0
988.5,296,0
1409.5,1445,0
3,0,0
19,2,0
1377,1269,0
1.8979,1249.3,0
1.841,1561.5,0
2386,1560.5,0
1190,259,0
1677,651.5,0
NaN,NaN,0
2261.4,1603.8,0
759.2,44.6,0
1640.5,414.58,0
1226,1023,0
2,0,0
1.1359e+06,6475.2,0
23,0,0
1384.5,1934.2,0
NaN,NaN,0
1296.5,785.5,0
409,409,0
51,51,0
2908.8,1270.5,0
1884.4,1807.8,0
1615.7,2953.6,0
2507,285.5,0
1303.1,370.88,0
1542.5,2050.5,0
1.1448e+06,1.1448e+06,0
2972.5,530.5,0
2847.9,499.89,0
NaN,3,0
1691.7,2978.8,0
2310.1,2995.7,0
954.5,1429.5,0
1309.5,2162,0
2987,1688.5,0
1020,1923.8,0
3,3,0
1542,1611.5,0
1575.3,3205.3,0
8,1,0
938.33,1493.7,0
821,2912.5,0
1550.5,1799.5,0
2255.4,2497.5,0
2524.7,2375.8,0
2908.5,694.5,0
550.5,1122.5,0
1374.6,1809.8,0
2,2,0
3098,2967,0
1505.5,921,0
2.1246e+05,1.0372e+06,0
2876,2127.5,0
2855.5,1196,0
2673.5,40.5,0
2261,240.5,0
1044,1842.2,0
1995.9,864.73,0
2329.7,1564.3,0
8,2,0
20,3,0
32,3,0
3260,2698.1,0
3,2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2174.8,2967,0
NaN,3286.2,0
NaN,3286.2,0
1575,3144,0
46235,3286.2,0
1984,186.18,0
3147.5,2723.5,0
680.6,2911.8,0
1086.5,2006,0
3013.5,2272.5,0
46235,NaN,0
897.8,26.6,0
942.19,341.58,0
46235,NaN,0
46235,NaN,0
1733.4,220.75,0
46235,NaN,0
46235,NaN,0
1968.8,2628.1,0
1983,3035,0
46235,NaN,0
2085.3,103.07,0
46235,NaN,0
2187,2732,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2532.2,8.6,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
3136.2,982.1,0
3149.4,724.6,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2724.4,1377.7,0
3286.2,46235,0
46235,NaN,0
2338.3,1707.7,0
1577,2814,0
1166.2,902.5,0
2063.2,830.83,0
1827,1515,0
1827,1515,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
2601.4,3046.4,0
46235,NaN,0
499.95,1169.3,0
46235,NaN,0
1059,2790,0
1348,1511,0
46235,NaN,0
1366.3,1253.3,0
46235,NaN,0
46235,NaN,0
1759.6,745.94,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1940.3,3156.1,0
2069,384.25,0
46235,NaN,0
1983.1,2000.3,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2304,1181.5,0
46235,NaN,0
2522.3,3056.7,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2864,2023,0
2948.2,484,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
292.46,533.85,0
1078,813.92,0
1245.4,1979.9,0
46235,NaN,0
46235,NaN,0
1553.7,3138.7,0
1579.4,733.42,0
46235,NaN,0
46235,NaN,0
1820,2416.8,0
1858.2,2826.8,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2427.9,2601.2,0
46235,NaN,0
46235,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
NaN,3286.2,0
NaN,3286.2,0
1650.3,706.33,0
2763.7,472.67,0
2549.4,1160.6,0
NaN,3286.2,0
453.93,1065.2,0
32976,32974,0
545,454.5,0
1313.5,2062,0
2,1,0
1596.5,985.5,0
3251.1,177.9,0
46235,NaN,0
46235,NaN,0
1605.5,1917,0
1239.8,1901,0
1.2709e+06,73101,0
486.5,639.5,0
2299.5,3130.5,0
309,1010.2,0
740,2919.9,0
932,2538.7,0
1085.5,33,0
1327.5,952,0
2575.2,1428.2,0
2955,580.33,0
2417,2767,0
46235,3286.2,0
881.5,2176,0
916.86,2006.1,0
1025,1331.3,0
1065.9,2356.6,0
1070.3,2002.5,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1171.5,204,0
1185.5,3136,0
1235.6,2004.3,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1523.9,1551.6,0
1548.7,2161.7,0
1555.5,412.5,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1639.5,2339.2,0
46235,3286.2,0
46235,3286.2,0
1757.4,1697.5,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1896.4,1718.2,0
1915.9,1639.7,0
1972.5,2534,0
2016,462.5,0
2021.1,1711.6,0
2043.4,2458.4,0
46235,3286.2,0
46235,3286.2,0
2172,2789.5,0
46235,3286.2,0
2254.5,2720,0
2273,1625.5,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2741,949.5,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2871,2643.5,0
2905.6,354.88,0
46235,3286.2,0
46235,3286.2,0
3118.3,2676.3,0
3127.1,3095.8,0
3156.3,2565.3,0
3163.3,2300.1,0
46235,3286.2,0
3219,2815.5,0
46235,3286.2,0
46235,NaN,0
1581.2,2417.4,0
46235,NaN,0
2077.1,1147.8,0
46235,NaN,0
3286.2,NaN,0
1212,1988,0
2955.5,2116.5,0
2344.5,2833,0
1.0087e+08,26826,0
1.0087e+08,26826,0
1.0087e+08,1.0087e+08,0
1230.9,2032.8,0
2009.4,1109.4,0
3014.5,2761.5,0
1203.5,3150.5,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2871.8,1976.4,0
46235,NaN,0
3240.2,307.46,0
2010,3,0
2241.1,2453.9,0
3287.2,NaN,0
624.8,1611.6,0
1272.6,2902.2,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,46235,0
3344,2,0
807.4,2320,0
1193.5,2986.3,0
2438.3,1614.7,0
2468.6,1843.2,0
2942.5,1134,0
2126,2217.7,0
2668,1816.3,0
2143.4,2234.3,0
49772,5789.3,0
2848.6,798.59,0
2124,137.5,0
2392.1,2008.5,0
3287.2,46235,0
658.42,3053.1,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
267.4,488.55,0
578.71,1023.6,0
NaN,46235,0
634.3,2128.2,0
701,1996,0
761.67,3057.3,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1112.5,3233,0
NaN,46235,0
1171.8,2719.9,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1605.4,304.29,0
1614.7,605,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1840.8,2491,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2060.5,1204,0
2278.5,1837,0
NaN,46235,0
2413.5,816.1,0
NaN,46235,0
2479.2,1509.6,0
NaN,46235,0
2573,14.5,0
NaN,46235,0
NaN,46235,0
2794.5,3074,0
2892.7,474.33,0
NaN,46235,0
2175,3246.5,0
1933.5,1167.5,0
1651.5,1076,0
NaN,NaN,0
NaN,46235,0
574.67,439.67,0
1754,1120.5,0
2896,2964.5,0
1.2537e+06,1.7223e+05,0
1.2537e+06,1.7223e+05,0
1947.5,1964.5,0
941,664.5,0
2025.5,2013.5,0
2130.2,2773.7,0
1062.2,232.33,0
2296.5,261.42,0
2295.3,273.33,0
2575,2233.7,0
2022.7,2794.8,0
1497.5,2668.3,0
2094.2,2231,0
2269.1,397.11,0
3130.2,1476.5,0
7088,3,0
7088,3,0
7088,2,0
1001,1078.8,0
2421.5,1895,0
17,0,0
1.2521e+06,1.2521e+06,0
1507.5,1028,0
5,1,0
361,1244.5,0
608.5,371,0
2,1,0
54034,2026.2,0
768.5,2415.5,0
2912.4,2089,0
1.2521e+06,1.2521e+06,0
77058,987,0
2451.5,1101,0
2757,682.5,0
NaN,NaN,0
2567.5,2047,0
1790,1657.5,0
2000.8,2988.8,0
2,1,0
3,1,0
1887.9,1422.4,0
46235,3287.2,0
3134.8,1747.9,0
2056.3,723.33,0
2,2,0
NaN,NaN,0
1.524e+05,4640,0
965.56,422.38,0
3688,4,0
1.1359e+06,1.1359e+06,0
2907.4,2628.7,0
1816.5,1152,0
1826.5,1627.5,0
2273,2277,0
2485.6,1627.9,0
1351.3,1837.1,0
627.63,8.6667,0
9,2,0
4,1,0
2490.5,1551,0
1949.5,2138.5,0
1775.5,147,0
1107.5,977.5,0
NaN,NaN,0
2732.1,2889.1,0
1.9628,3151.1,0
368.5,533.5,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
542.93,1083.6,0
628,317.55,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1291.2,562.73,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1544.2,1630.9,0
1585.3,2296.1,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1889.8,1904.4,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2446.2,403,0
2589,1111.8,0
46235,NaN,0
2697.8,1444.2,0
46235,NaN,0
2945.2,1964.3,0
2955.4,172.71,0
2933.5,2510.3,0
46235,NaN,0
46235,NaN,0
3149.2,591.2,0
3250.2,3248.3,0
1912.6,2063.8,0
1208.4,299,0
1941.4,802.8,0
3286.2,NaN,0
46235,3286.2,0
46235,3286.2,0
2161,887,0
652,1158.5,0
3286.2,NaN,0
2745,2112.2,0
429.62,185.62,0
545,669.5,0
1132.4,2491.6,0
1381.7,433.67,0
1396.1,1484.9,0
1428.4,3033.1,0
1522.3,2751.2,0
NaN,3286.2,0
1538.7,2378.1,0
1592.5,1203.8,0
1616.7,2856.8,0
1629.2,3117.5,0
1699,707.8,0
1866.6,420.44,0
2267.5,1004.2,0
2350,1324.6,0
2430.1,2794.7,0
2477.3,891.36,0
2502.1,2770.4,0
2613.5,2901.4,0
2632.7,2727.1,0
2706.1,1651.6,0
2916.4,818.79,0
3212.5,3242.2,0
NaN,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2561,1067,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
631,1039.1,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1136,2761.2,0
46235,3286.2,0
1175.5,1194.7,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1272.5,2881,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1411.5,927.25,0
1423.4,605.2,0
1487.8,849.75,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2010.7,1480.3,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2447.1,1928.2,0
2501.3,875.86,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2765.3,1108.7,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
3286.2,46235,0
3286.2,46235,0
390.67,439.67,0
3286.2,46235,0
3286.2,46235,0
46235,NaN,0
441.4,718.6,0
671.17,3042.7,0
758.33,1749.2,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1265.3,2642.6,0
1307.2,1886.6,0
1339.2,1423.4,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1488.6,3031.5,0
1496.5,3171,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
1730.5,1282,0
46235,NaN,0
46235,NaN,0
1950,2195.3,0
2075.4,262.31,0
46235,NaN,0
46235,NaN,0
2254.5,1135.4,0
2341.2,2427.4,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
2581.6,1216.6,0
46235,NaN,0
2725.5,1708.3,0
46235,NaN,0
46235,NaN,0
46235,NaN,0
694.38,2901.2,0
3103.8,2295.1,0
3170.3,3007.8,0
46235,NaN,0
NaN,46235,0
NaN,46235,0
2705,2757,0
3257.6,272.3,0
1.9316,1907.3,0
3286.2,46235,0
3286.2,46235,0
46235,3286.2,0
233,631.85,0
702.11,1783.3,0
740.86,3056,0
46235,3286.2,0
46235,3286.2,0
1274.1,715.71,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
1855.4,2682.6,0
1917.5,2528.2,0
2015.5,2581.1,0
46235,3286.2,0
2309,882.2,0
2543.5,895.67,0
2675.4,81.615,0
46235,3286.2,0
46235,3286.2,0
812.28,1039.2,0
1118.1,3133,0
1203.9,2127.7,0
1377.3,26.95,0
1448.1,60.5,0
NaN,46235,0
1732.1,1777.7,0
1893.6,956.7,0
1910.4,953.86,0
2289.6,1726.5,0
2716.5,1084.1,0
2933.8,42.125,0
336.14,2110,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1495.3,204.14,0
NaN,46235,0
NaN,46235,0
2166.4,2119.4,0
NaN,46235,0
2555.2,832.83,0
NaN,46235,0
NaN,46235,0
3099.3,1695.4,0
2936,1563.5,0
1810.5,1086,0
1644,1114.5,0
2505.5,863.5,0
2760.3,1548.2,0
2385.5,1843,0
2746,1556.5,0
1113,2570.5,0
2842.5,2726,0
315,5,0
2981.8,2975,0
2814.2,1989.8,0
2284.4,2884.5,0
2394.5,2058.5,0
1.3881e+05,4931,0
875,576.5,0
223,223,0
1863.5,138,0
1070.5,2707.9,0
2780.6,2012,0
802.26,2873.9,0
2215.9,2306.2,0
3242,3290,0
1271.9,2592.9,0
46235,NaN,0
46235,NaN,0
1646,1440.7,0
1655.5,1656,0
2718.1,2402.6,0
2726.9,1297.8,0
1881,1437.5,0
NaN,46235,0
NaN,46235,0
226,353.83,0
429.93,1047.9,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
756.72,2142.1,0
766.12,362.88,0
NaN,46235,0
NaN,46235,0
846.15,468.3,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1163.5,1040.5,0
NaN,46235,0
NaN,46235,0
1298.2,2496.7,0
NaN,46235,0
1311.6,816.54,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1561.9,1790.9,0
1609.9,1246.5,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1849.7,2921.2,0
NaN,46235,0
NaN,46235,0
1963,1383,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2083.7,964.47,0
NaN,46235,0
2236.3,3267.5,0
NaN,46235,0
2271.8,544.75,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2361.1,3223.8,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2697,1578.5,0
NaN,46235,0
NaN,46235,0
2920.5,554.12,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1341.5,950.5,0
1551.3,355.09,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
940.5,2023.8,0
NaN,3287.2,0
3287.2,NaN,0
448.6,1049.8,0
637.58,560.92,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
1385.1,572.32,0
3287.2,NaN,0
1479.7,3179.3,0
3287.2,NaN,0
1645.1,1080.3,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
1985.5,1339.5,0
763.62,1591.1,0
2330.6,2609.4,0
955,2147.5,0
2626.1,2905.2,0
2778.5,2911,0
945,1685,0
NaN,NaN,0
555.8,578.4,0
46235,3287.2,0
1202.2,2271.2,0
46235,3287.2,0
1809.2,309.05,0
1941.9,1280,0
46235,3287.2,0
2783.5,2736,0
2798.6,1982.4,0
46235,3287.2,0
3081.3,2111,0
46235,3287.2,0
891.5,2038.5,0
1.523e+05,47676,0
1990.5,2518,0
541,2,0
541,2,0
1711.3,1733.7,0
2561.5,2789.5,0
2429.5,1103,0
1826.5,141.5,0
761,2971.5,0
828.54,1681.6,0
46235,3286.2,0
1306.7,1271,0
46235,3286.2,0
1516.5,2948.1,0
46235,3286.2,0
46235,3286.2,0
46235,3286.2,0
2260.7,2150.2,0
46235,3286.2,0
3047.4,2269.8,0
32,5,0
4,6,0
4,6,0
1725.5,1171.5,0
4,6,0
1522.9,1762.5,0
676.62,283.75,0
1528.2,489,0
1928,1206.4,0
1411,24,0
849.86,2744.4,0
3078.7,1952.3,0
3286.2,46235,0
1.1308e+06,1.145e+06,0
500,414.67,0
52851,1.2435e+06,0
3089.5,244,0
969.59,526.1,0
2741,1141,0
3111.5,501,0
1395.5,947,0
2,3,0
2055,2220.8,0
2074.8,1117.8,0
1.3893e+05,1.1988e+06,0
2883.5,688,0
2217,97.5,0
784,991,0
1262.3,1502.7,0
784,991,0
783,990,0
7,3,0
783,990,0
2,0,0
783,990,0
1635.5,1975.5,0
940.5,1523,0
8,3,0
1454.2,2778.2,0
1483,1445.5,0
1608,5262,0
46235,NaN,0
1802,850,0
1814.3,2012.1,0
46235,NaN,0
46235,NaN,0
2577.2,2486.6,0
46235,NaN,0
2911.2,2056.4,0
3170,2517,0
1776.8,1803.2,0
3148.1,2079.5,0
1541,857.5,0
3,2,0
1511,2843.5,0
2941.9,2084.7,0
2034.7,2041.7,0
46235,NaN,0
2808,1573.2,0
1.2521e+06,17596,0
2515.5,2363.5,0
4739,5105,0
2825.1,15.643,0
1343.5,778.5,0
1369.5,124,0
1517.9,2916.2,0
1.2538e+06,1.1597e+06,0
1611,2224.8,0
NaN,1.1135e+06,0
2376.1,2451.1,0
1678.8,2990.5,0
NaN,NaN,0
686.33,1206.9,0
2358.8,407.25,0
196,196,0
2,2,0
3178,2767,0
2900.5,2953.5,0
2714.3,892,0
1.1992e+06,1.1992e+06,0
573,732,0
1714.5,702.5,0
NaN,1.018e+06,0
1.1933e+06,1.1933e+06,0
1813.5,484.5,0
2164.5,1717,0
608,375.5,0
731,2888.5,0
1275.3,1030.7,0
3230,377.5,0
1283,2415.5,0
2473.5,1110.5,0
3085.7,702.84,0
2,1,0
1034,2209,0
490.33,1193.3,0
4970.2,455,0
2356,623.5,0
24,0,0
1.0117e+06,1.0117e+06,0
2,1,0
2048.5,952.5,0
1408.5,2860.5,0
1.1052e+06,1.2782e+06,0
2023.4,2417,0
2757,1276.5,0
3,0,0
1334.5,1067.1,0
2351.5,2265,0
719.55,1034.2,0
1315.4,1088.3,0
56136,9752,0
1467,1880.5,0
1919,2,0
3121.5,168,0
4370,4343,0
1955.6,861,0
1716.5,2321.5,0
2758,2649.5,0
1706.5,1146,0
827.78,2730.4,0
1435.7,2563.5,0
2579.5,1495,0
NaN,NaN,0
959.29,1659.5,0
852.12,21.125,0
3052,1137,0
1930.7,2521.5,0
869,2301.8,0
1238.5,1314,0
1.0109e+06,601.4,0
2434.8,1303.6,0
1314,1677.3,0
2753,3258.3,0
2,3,0
1674.3,2359.7,0
1274,960,0
4,1,0
2106.3,1473.1,0
1729,835,0
733.67,2885.7,0
1117.2,538.75,0
2051,1088.5,0
2034.8,404,0
1.2548e+06,1.2548e+06,0
783.64,1095.8,0
0,1.8674,0
1701,1678,0
1232.1,1477.5,0
1431.1,1612.2,0
2044.7,2528.3,0
2472,2589.2,0
753,2935.3,0
2026.2,2.1248e+05,0
647.5,368.5,0
NaN,46235,0
661.5,580,0
1.191e+06,274,0
2908,2802.5,0
712.14,2969,0
871.07,974.34,0
2828.7,2949.3,0
795.36,2335.5,0
2,0,0
3200.9,1217.6,0
3068.4,2041.4,0
2304.2,3192.4,0
5504.6,1.1781e+06,0
3203,2387,0
1260.1,1325.7,0
1615.6,1565.8,0
1757,2856.4,0
1758.1,1171.4,0
1958.8,607.82,0
2149,1628.1,0
2310,694.13,0
2337.2,1063.4,0
2539.8,485.12,0
2949.9,524.62,0
3153.4,312.92,0
3208.6,2043.2,0
2456.5,1743.5,0
2393.7,907.33,0
1.9258,1612.6,0
1.9258,2170.4,0
2,0,0
2023.1,2104.9,0
1940.3,1160.7,0
1315.6,980.6,0
999.5,1339,0
3221.5,308,0
NaN,NaN,0
16,0,0
1757.8,577.38,0
2,2,0
4,1,0
2287,2290,0
1678.8,740.25,0
1774.8,562.84,0
2,4,0
2092,2211,0
2060.9,153.91,0
1569.1,2308.2,0
978.19,1945.7,0
2312.5,2987,0
2475.5,570,0
1164.5,2222,0
NaN,NaN,0
1984,856.33,0
2305.8,1358,0
2,3,0
1196.3,690.92,0
4518.4,1.7211e+05,0
582.5,326.5,0
2571.7,1090.2,0
748,1044.5,0
1291.5,327.5,0
3019.5,1276,0
1862.5,576.5,0
1489,1484.5,0
2,1,0
2697.5,2451.6,0
729,2193.5,0
NaN,1.8274e+05,0
1309.3,1836.3,0
2529,3038.7,0
1938.7,845.67,0
2019.3,2193.7,0
1497.7,2100.5,0
2,2,0
2675.3,1544.7,0
2693,2879.3,0
3190,3168.5,0
1984.8,1743.9,0
1295,1082,0
2955.5,276.75,0
2.1248e+05,2.1248e+05,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
757.44,1702.9,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
1095,2431,0
3287.2,NaN,0
1365.2,1975.7,0
3287.2,NaN,0
3287.2,NaN,0
1395.2,2584.8,0
3287.2,NaN,0
1540.4,1918.6,0
1541.3,491.09,0
3287.2,NaN,0
1626,2088.7,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
1746,1137.5,0
1785.5,1210,0
3287.2,NaN,0
2017.5,175.5,0
2063.9,788.88,0
2103.7,2778.9,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
2171.6,242.25,0
3287.2,NaN,0
2200.9,1597.9,0
2222.3,2764.5,0
3287.2,NaN,0
3287.2,NaN,0
2601.3,2760.3,0
2431.7,2501.2,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
2703.1,3166.3,0
2725,2602.2,0
3287.2,NaN,0
2994.5,295.33,0
3002.1,2756.3,0
3287.2,NaN,0
3287.2,NaN,0
3066.4,2537.2,0
3287.2,NaN,0
3287.2,NaN,0
3287.2,NaN,0
3221.8,54.75,0
3117.4,1603.3,0
1162.6,1077.4,0
1360.1,3273.3,0
2202,1373.5,0
3172.2,1616.8,0
46235,NaN,0
3287.2,46235,0
3287.2,46235,0
2142.7,3257.3,0
2185.2,1935.9,0
610.38,172.67,0
673.5,1112.5,0
1434.1,1002.7,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
1414.5,1715,0
1423.6,1713,0
1668.6,3139.1,0
3287.2,46235,0
2761.2,1153.6,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
1149.9,2311.3,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
1756.2,1326,0
4333,3,0
1883.8,1971.4,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
3287.2,46235,0
2622.5,1964.1,0
3287.2,46235,0
2776.7,2644,0
3287.2,46235,0
3068.2,1017.2,0
3287.2,46235,0
3287.2,46235,0
3016.5,608.5,0
1.1359e+06,1.1359e+06,0
927,1148,0
1037.3,696.97,0
2607.5,809.5,0
2293.5,1795.5,0
1565,1565,0
1.0016e+06,1.1727e+06,0
1594,2730.5,0
622,3033,0
2095,2358.5,0
1211,965,0
1.1618e+06,1.1618e+06,0
