x,y,z
NaN,46235,0
2903.4,1558.4,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
3083.2,2003.6,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
445.31,775.62,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
706.83,361.04,0
752.54,2733.8,0
757.53,1627.1,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
970.33,1135.9,0
1021.3,1700.3,0
NaN,46235,0
1063,2602.2,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1913,3219.3,0
NaN,46235,0
1216,777.66,0
1898.2,2456.6,0
1219.5,1918.5,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1401.6,1741,0
1436.2,2409.2,0
NaN,46235,0
1559.6,1745.8,0
NaN,46235,0
1670.6,1799.5,0
1669.3,2950.4,0
1822,296.25,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
1903.8,2034,0
NaN,46235,0
NaN,46235,0
2002.2,552.06,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
980,8,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2282.7,1841.1,0
2294.1,9.3889,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2396.3,2889.7,0
NaN,46235,0
2486.3,713.17,0
2510.2,762.75,0
NaN,46235,0
980,12,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
4634,19,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
2994.3,2491.3,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,46235,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
410.25,2104.9,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
564.76,1087.5,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
676.91,674.91,0
NaN,3286.2,0
688.5,453,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
777.78,1088.1,0
NaN,3286.2,0
NaN,3286.2,0
817.8,2727.4,0
837.25,2105.5,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1054.7,430,0
NaN,3286.2,0
987,17,0
NaN,3286.2,0
1072.2,32.118,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1140.8,2407.6,0
NaN,3286.2,0
NaN,3286.2,0
1187.7,3149.3,0
NaN,3286.2,0
1196,395.6,0
NaN,3286.2,0
1261.2,1652.4,0
1262,1899.8,0
NaN,3286.2,0
1305,1547,0
1319.8,2992,0
NaN,3286.2,0
NaN,3286.2,0
1356.3,24.667,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1426.7,3245.3,0
NaN,3286.2,0
NaN,3286.2,0
1478.2,1451,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1575.6,735,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1652.4,1500,0
1668.7,1204.9,0
NaN,3286.2,0
1678,2342.7,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1725,2145.2,0
1750.8,1670.5,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1762.5,1572.9,0
1799.1,2072.7,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1851.3,1828.7,0
NaN,3286.2,0
1883.6,2740.5,0
NaN,3286.2,0
NaN,3286.2,0
987,10,0
1906,2006.7,0
NaN,3286.2,0
1918.9,486.29,0
1918,867.25,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1959.5,1583.9,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2057.5,1221,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2105.7,1257.8,0
NaN,3286.2,0
2112.7,1512.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2217.2,171,0
2226.4,607.73,0
NaN,3286.2,0
2261.4,2717.4,0
2267.6,2157.1,0
2276,1214.3,0
2278,839.7,0
NaN,3286.2,0
2303,1403.7,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2370.1,72.9,0
2371.6,463.57,0
2373.2,3063.9,0
2386.9,2616.3,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2455.7,620.67,0
NaN,3286.2,0
2485.5,433.5,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2659.7,3014.2,0
2662.4,1880.8,0
2662.8,2826,0
2676.3,962.36,0
2677.8,3120.2,0
2679.3,2852.8,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2821.6,1238.7,0
2825,977.13,0
NaN,3286.2,0
NaN,3286.2,0
2891.3,959.07,0
2892.5,708.29,0
2912.8,1105.4,0
2913.9,1995.3,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
2985.9,2717.3,0
NaN,3286.2,0
NaN,3286.2,0
3024.8,2601.7,0
NaN,3286.2,0
NaN,3286.2,0
3064.3,362.7,0
3078.8,665,0
3110.2,202.05,0
3110.4,1716.6,0
3133,1006.5,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
3171.5,1151.8,0
NaN,3286.2,0
3188.3,2746,0
NaN,3286.2,0
NaN,3286.2,0
3228.4,2347.9,0
NaN,3286.2,0
NaN,3286.2,0
NaN,3286.2,0
1722.5,982.17,0
1805.6,865.82,0
2122.7,1795.1,0
2764.9,3046.8,0
46235,3286.2,0
46235,3286.2,0
3286.2,NaN,0
3286.2,NaN,0
2905.8,270.47,0
782,466.33,0
445,799.14,0
659.5,3021.5,0
890.73,471.73,0
3286.2,NaN,0
3286.2,NaN,0
1005,1396.7,0
1153.2,1957.5,0
1247.4,2622.3,0
3286.2,NaN,0
1442.4,1334.4,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
2050.9,7.7143,0
3286.2,NaN,0
2165.7,3230.5,0
2291.3,1407.5,0
3286.2,NaN,0
2570.6,2446.4,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3287.2,46235,0
3287.2,46235,0
3102.3,2198.7,0
731.71,505.54,0
812,530.5,0
868.07,529.8,0
899.41,2404.7,0
979.25,1535,0
981.27,293.18,0
1084.2,2141,0
1109.3,515.67,0
1174.9,126.12,0
1268.2,93.652,0
2175,1625,0
1427.7,1100.2,0
1559.1,2071.4,0
2175,1625,0
1618.5,2953.1,0
1742.4,194.4,0
1757.2,253.31,0
1954.2,2808.5,0
2047.5,932.35,0
2112.9,1004.9,0
2263.7,1774.9,0
2271.9,1080,0
2310.4,1868.1,0
2537.5,1113.5,0
2659.7,2327.9,0
2743.1,643.37,0
2860.4,2584,0
3018,2769.7,0
3110.6,2408,0
3220.8,120.48,0
554,135.27,0
NaN,3287.2,0
13399,1.1991e+06,0
2142.5,2864.5,0
NaN,NaN,0
3,4,0
1857.5,2945.5,0
2785.5,2950,0
1223,906.5,0
3161.3,1165.7,0
1182,1028.5,0
2285.7,1581.7,0
2019,3180.7,0
2925.9,2858,0
3259.3,1735.9,0
46235,3286.2,0
1187.1,3221,0
1192.2,3213.4,0
46235,3286.2,0
1785,1087,0
46235,3286.2,0
2506.3,2640.3,0
46235,3286.2,0
2793.9,886.82,0
2131.8,2604.6,0
704.25,2972.3,0
1046.6,1114.8,0
3286.2,NaN,0
1735.7,1216.3,0
1761.2,2563,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
46235,NaN,0
46235,NaN,0
1752.8,2141,0
46235,NaN,0
3183,2764.5,0
1798,2959.2,0
2177,1636,0
2477,1705.1,0
1142.2,3133.4,0
1267.2,281.8,0
46235,NaN,0
2280.5,44,0
2298.2,2355.6,0
709.67,350.67,0
1462.5,3050,0
1710.5,1580.5,0
2675.5,875.5,0
3287.2,46235,0
1.92,2618.2,0
1.9242,1735.5,0
485,468,0
2162,827.33,0
NaN,NaN,0
2,1,0
1240.5,854,0
474.67,1178.2,0
842,1137,0
2813.5,2940,0
1264.2,2365.8,0
30972,1.1615e+06,0
753.5,514,0
2057,1797,0
674,108.5,0
1934.8,1472.8,0
1520.2,1398.2,0
2,1,0
1547.2,3251.9,0
2,2,0
1179.5,2946.9,0
1316.5,2136,0
1238.5,3067.5,0
1446,1395.5,0
1582.7,2528.3,0
669,1124.7,0
2,0,0
2422.5,66,0
1920.2,3110.2,0
906.07,2040.3,0
2775.3,661.86,0
503.75,523.25,0
2470.4,657.2,0
2614.8,3002.6,0
3286.2,46235,0
NaN,46235,0
NaN,46235,0
886.17,986.83,0
3286.2,46235,0
1308.7,1436.7,0
3286.2,46235,0
3286.2,46235,0
1849,58.692,0
1869.5,200.18,0
3286.2,46235,0
3286.2,46235,0
2188.9,1579.8,0
2197.8,441.8,0
3286.2,46235,0
3286.2,46235,0
3286.2,46235,0
3286.2,46235,0
3286.2,46235,0
3054.2,1561.6,0
3286.2,46235,0
2,3,0
923.84,8.7812,0
1343.5,843,0
NaN,3286.2,0
1044,1700,0
NaN,3286.2,0
3286.2,NaN,0
1412.8,1867.8,0
1469.4,1760.2,0
3286.2,NaN,0
3286.2,NaN,0
3286.2,NaN,0
